id,category,template,prompt,city,slot_name,slot_value,standard_id,standard_name,standard_basis,selection_basis,post_collection_filter
NES007,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做电子合同系统的公司,,企业服务,电子合同系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES008,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做合同管理系统的公司,,企业服务,合同管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES009,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做项目管理系统的公司,,企业服务,项目管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES010,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做采购管理系统的公司,,企业服务,采购管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES011,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做供应商管理系统的公司,,企业服务,供应商管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES012,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做仓储管理系统的公司,,企业服务,仓储管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES013,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做运输管理系统的公司,,企业服务,运输管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES014,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做制造执行系统的公司,,企业服务,制造执行系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES015,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做质量管理系统的公司,,企业服务,质量管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES016,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做设备管理系统的公司,,企业服务,设备管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES017,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做客服工单系统的公司,,企业服务,客服工单系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES018,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做智能客服系统的公司,,企业服务,智能客服系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES019,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做呼叫中心系统的公司,,企业服务,呼叫中心系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES020,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做售后服务系统的公司,,企业服务,售后服务系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES021,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做会员管理系统的公司,,企业服务,会员管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES022,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做营销自动化系统的公司,,企业服务,营销自动化系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES023,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做私域运营系统的公司,,企业服务,私域运营系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES024,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做电商ERP系统的公司,,企业服务,电商ERP系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES025,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做跨境电商系统的公司,,企业服务,跨境电商系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES026,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做内容管理系统的公司,,企业服务,内容管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES027,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做企业门户建设的公司,,企业服务,企业门户建设,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES028,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做知识库系统的公司,,企业服务,知识库系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES029,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做在线学习平台的公司,,企业服务,在线学习平台,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES030,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做考试培训系统的公司,,企业服务,考试培训系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES031,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做低代码开发平台的公司,,企业服务,低代码开发平台,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES032,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做数据中台建设的公司,,企业服务,数据中台建设,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES033,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做数据仓库建设的公司,,企业服务,数据仓库建设,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES034,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做商业智能分析系统的公司,,企业服务,商业智能分析系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES035,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做数据可视化平台的公司,,企业服务,数据可视化平台,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES036,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做主数据管理系统的公司,,企业服务,主数据管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES037,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做数据治理服务的公司,,企业服务,数据治理服务,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES038,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做数据安全治理的公司,,企业服务,数据安全治理,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES039,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做隐私计算平台的公司,,企业服务,隐私计算平台,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES040,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做知识图谱建设的公司,,企业服务,知识图谱建设,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES041,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做大模型应用开发的公司,,企业服务,大模型应用开发,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES042,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做智能文档处理的公司,,企业服务,智能文档处理,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES043,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做机器人流程自动化的公司,,企业服务,机器人流程自动化,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES044,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做流程挖掘系统的公司,,企业服务,流程挖掘系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES045,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做企业搜索系统的公司,,企业服务,企业搜索系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES046,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做云服务器服务的公司,,企业服务,云服务器服务,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES047,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做混合云管理平台的公司,,企业服务,混合云管理平台,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES048,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做云原生应用开发的公司,,企业服务,云原生应用开发,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES049,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做容器云平台的公司,,企业服务,容器云平台,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES050,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做运维管理平台的公司,,企业服务,运维管理平台,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES051,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做日志分析平台的公司,,企业服务,日志分析平台,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES052,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做安全运营中心服务的公司,,企业服务,安全运营中心服务,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES053,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做网络安全服务的公司,,企业服务,网络安全服务,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES054,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做等保测评服务的公司,,企业服务,等保测评服务,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES055,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做渗透测试服务的公司,,企业服务,渗透测试服务,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES056,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做漏洞扫描服务的公司,,企业服务,漏洞扫描服务,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES057,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做终端安全管理的公司,,企业服务,终端安全管理,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES058,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做身份认证管理的公司,,企业服务,身份认证管理,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES059,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做零信任安全服务的公司,,企业服务,零信任安全服务,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES060,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做数据备份容灾服务的公司,,企业服务,数据备份容灾服务,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,企业数字化投入大；头部厂商明显；采购风险和软文概率高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES061,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做管理咨询的公司,,企业服务,管理咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES062,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做战略咨询的公司,,企业服务,战略咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES063,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做组织变革咨询的公司,,企业服务,组织变革咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES064,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做人力资源咨询的公司,,企业服务,人力资源咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES065,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做企业培训的公司,,企业服务,企业培训,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES066,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做财税咨询的公司,,企业服务,财税咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES067,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做代理记账服务的公司,,企业服务,代理记账服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES068,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做税务筹划服务的公司,,企业服务,税务筹划服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES069,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做审计服务的公司,,企业服务,审计服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES070,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做法律顾问服务的公司,,企业服务,法律顾问服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES071,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做合规咨询的公司,,企业服务,合规咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES072,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做知识产权代理的公司,,企业服务,知识产权代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES073,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做商标代理的公司,,企业服务,商标代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES074,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做专利代理的公司,,企业服务,专利代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES075,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做品牌咨询的公司,,企业服务,品牌咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES076,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做品牌设计的公司,,企业服务,品牌设计,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES077,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做包装设计的公司,,企业服务,包装设计,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES078,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做广告策划的公司,,企业服务,广告策划,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES079,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做媒介投放代理的公司,,企业服务,媒介投放代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES080,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做公关传播服务的公司,,企业服务,公关传播服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES081,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做危机公关服务的公司,,企业服务,危机公关服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES082,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做内容营销服务的公司,,企业服务,内容营销服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES083,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做搜索营销服务的公司,,企业服务,搜索营销服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES084,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做社媒运营服务的公司,,企业服务,社媒运营服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES085,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做私域运营代运营的公司,,企业服务,私域运营代运营,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES086,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做电商代运营的公司,,企业服务,电商代运营,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES087,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做招商加盟咨询的公司,,企业服务,招商加盟咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES088,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做会展策划服务的公司,,企业服务,会展策划服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES089,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做会议服务的公司,,企业服务,会议服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
NES090,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做市场调研服务的公司,,企业服务,市场调研服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,企业经营服务规模大；供应商专业度和品牌背书影响采购,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
