id,category,template,prompt,city,slot_name,slot_value,standard_id,standard_name,standard_basis,post_collection_filter
NES042,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做税务管理系统的公司,,企业服务,税务管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES043,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做企业知识库系统的公司,,企业服务,企业知识库系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES044,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做智能客服系统的公司,,企业服务,智能客服系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES045,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做呼叫中心系统的公司,,企业服务,呼叫中心系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES046,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做在线客服系统的公司,,企业服务,在线客服系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES047,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做企业门户建设的公司,,企业服务,企业门户建设,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES048,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做移动办公平台的公司,,企业服务,移动办公平台,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES049,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做私域运营系统的公司,,企业服务,私域运营系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES050,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做会员管理系统的公司,,企业服务,会员管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES051,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做营销自动化系统的公司,,企业服务,营销自动化系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES052,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做内容管理系统的公司,,企业服务,内容管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES053,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做舆情监测系统的公司,,企业服务,舆情监测系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES054,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做招投标信息系统的公司,,企业服务,招投标信息系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES055,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做法务管理系统的公司,,企业服务,法务管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES056,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做知识产权管理系统的公司,,企业服务,知识产权管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES057,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做固定资产管理系统的公司,,企业服务,固定资产管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES058,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做档案管理系统的公司,,企业服务,档案管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES059,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做考试培训系统的公司,,企业服务,考试培训系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES060,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做在线学习平台的公司,,企业服务,在线学习平台,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES061,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做工单管理系统的公司,,企业服务,工单管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES062,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做售后服务系统的公司,,企业服务,售后服务系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES063,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做客服质检系统的公司,,企业服务,客服质检系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES064,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做机器人流程自动化的公司,,企业服务,机器人流程自动化,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES065,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做流程挖掘系统的公司,,企业服务,流程挖掘系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES066,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做电子发票系统的公司,,企业服务,电子发票系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES067,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做票据管理系统的公司,,企业服务,票据管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES068,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做门店管理系统的公司,,企业服务,门店管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES069,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做连锁经营管理系统的公司,,企业服务,连锁经营管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES070,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做零售收银系统的公司,,企业服务,零售收银系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES071,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做餐饮管理系统的公司,,企业服务,餐饮管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES072,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做酒店管理系统的公司,,企业服务,酒店管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES073,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做物业管理系统的公司,,企业服务,物业管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES074,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做园区管理系统的公司,,企业服务,园区管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES075,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做能源管理系统的公司,,企业服务,能源管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES076,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做碳排放管理系统的公司,,企业服务,碳排放管理系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES077,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做工业互联网平台的公司,,企业服务,工业互联网平台,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES078,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做设备预测性维护系统的公司,,企业服务,设备预测性维护系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES079,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做供应链协同平台的公司,,企业服务,供应链协同平台,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES080,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做跨境电商系统的公司,,企业服务,跨境电商系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES081,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做企业搜索系统的公司,,企业服务,企业搜索系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES082,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做数据标注服务的公司,,企业服务,数据标注服务,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES083,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做语音标注服务的公司,,企业服务,语音标注服务,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES084,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做图像标注服务的公司,,企业服务,图像标注服务,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES085,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做文本标注服务的公司,,企业服务,文本标注服务,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES086,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做客服机器人系统的公司,,企业服务,客服机器人系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES087,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做智能外呼系统的公司,,企业服务,智能外呼系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES088,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做知识图谱建设的公司,,企业服务,知识图谱建设,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES089,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做大模型应用开发的公司,,企业服务,大模型应用开发,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES090,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做智能文档处理的公司,,企业服务,智能文档处理,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES091,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做隐私计算平台的公司,,企业服务,隐私计算平台,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES092,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做区块链溯源系统的公司,,企业服务,区块链溯源系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES093,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做电子档案系统的公司,,企业服务,电子档案系统,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES094,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做管理咨询的公司,,企业服务,管理咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES095,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做战略咨询的公司,,企业服务,战略咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES096,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做组织变革咨询的公司,,企业服务,组织变革咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES097,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做人力资源咨询的公司,,企业服务,人力资源咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES098,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做企业培训的公司,,企业服务,企业培训,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES099,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做财税咨询的公司,,企业服务,财税咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES100,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做代理记账服务的公司,,企业服务,代理记账服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES101,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做税务筹划服务的公司,,企业服务,税务筹划服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES102,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做审计服务的公司,,企业服务,审计服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES103,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做法律顾问服务的公司,,企业服务,法律顾问服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES104,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做合规咨询的公司,,企业服务,合规咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES105,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做知识产权代理的公司,,企业服务,知识产权代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES106,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做商标代理的公司,,企业服务,商标代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES107,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做专利代理的公司,,企业服务,专利代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES108,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做品牌咨询的公司,,企业服务,品牌咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES109,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做品牌设计的公司,,企业服务,品牌设计,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES110,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做包装设计的公司,,企业服务,包装设计,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES111,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做广告策划的公司,,企业服务,广告策划,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES112,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做媒介投放代理的公司,,企业服务,媒介投放代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES113,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做公关传播服务的公司,,企业服务,公关传播服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES114,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做危机公关服务的公司,,企业服务,危机公关服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES115,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做内容营销服务的公司,,企业服务,内容营销服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES116,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做搜索营销服务的公司,,企业服务,搜索营销服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES117,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做社媒运营服务的公司,,企业服务,社媒运营服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES118,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做私域运营代运营的公司,,企业服务,私域运营代运营,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES119,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做电商代运营的公司,,企业服务,电商代运营,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES120,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做招商加盟咨询的公司,,企业服务,招商加盟咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES121,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做会展策划服务的公司,,企业服务,会展策划服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES122,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做会议服务的公司,,企业服务,会议服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES123,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做市场调研服务的公司,,企业服务,市场调研服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES124,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做消费者洞察研究的公司,,企业服务,消费者洞察研究,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES125,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做商业尽职调查的公司,,企业服务,商业尽职调查,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES126,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做企业信用评级的公司,,企业服务,企业信用评级,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES127,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做招聘外包服务的公司,,企业服务,招聘外包服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES128,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做劳务派遣服务的公司,,企业服务,劳务派遣服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES129,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做灵活用工服务的公司,,企业服务,灵活用工服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES130,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做薪酬外包服务的公司,,企业服务,薪酬外包服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES131,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做员工福利平台的公司,,企业服务,员工福利平台,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES132,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做企业团建服务的公司,,企业服务,企业团建服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES133,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做行政外包服务的公司,,企业服务,行政外包服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES134,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做客服外包服务的公司,,企业服务,客服外包服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES135,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做呼叫中心外包的公司,,企业服务,呼叫中心外包,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES136,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做采购外包服务的公司,,企业服务,采购外包服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES137,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做档案外包服务的公司,,企业服务,档案外包服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES138,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做印章管理服务的公司,,企业服务,印章管理服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES139,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做商旅管理服务的公司,,企业服务,商旅管理服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES140,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做办公租赁服务的公司,,企业服务,办公租赁服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES141,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做财务数字化咨询的公司,,企业服务,财务数字化咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES142,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做供应链数字化咨询的公司,,企业服务,供应链数字化咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES143,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做生产数字化咨询的公司,,企业服务,生产数字化咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES144,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做营销数字化咨询的公司,,企业服务,营销数字化咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES145,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做企业出海咨询的公司,,企业服务,企业出海咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES146,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做跨境支付服务的公司,,企业服务,跨境支付服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES147,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做采购招标代理的公司,,企业服务,采购招标代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES148,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做企业并购咨询的公司,,企业服务,企业并购咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES149,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做可持续发展咨询的公司,,企业服务,可持续发展咨询,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
NES150,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做检验检测服务的公司,,企业服务,检验检测服务,GB/T 4754-2017,国民经济行业分类,M 科学研究和技术服务业,采集后剔除英文流和视频流；题面不添加排除词
NES151,非本地企业服务,给我推荐五个国内做{{企业服务}}的公司,给我推荐五个国内做计量校准服务的公司,,企业服务,计量校准服务,GB/T 4754-2017,国民经济行业分类,M 科学研究和技术服务业,采集后剔除英文流和视频流；题面不添加排除词
